time,ax,ay,az,aT
17.836212,-0.3900,-1.3800,0.1370,1.441
17.836616,-0.3650,-1.3650,0.1230,1.418
17.836795,-0.3380,-1.2690,0.2050,1.329
17.867553,-0.3100,-1.2160,0.0960,1.259
17.868137,-0.3630,-1.1510,-0.0800,1.210
17.868454,-0.3680,-0.9900,-0.1990,1.075
17.868768,-0.4160,-1.0440,-0.3090,1.166
17.868932,-0.4260,-0.8070,-0.5940,1.089
17.869068,-0.5050,-0.7210,-0.8930,1.254
17.869188,-0.3940,-0.5590,-1.1710,1.356
17.874115,-0.5420,-0.4160,-1.4840,1.634
17.880525,-0.4190,-0.3590,-1.7550,1.840
17.884060,-0.4350,-0.2330,-1.9710,2.032
17.888923,-0.5060,-0.1060,-1.9970,2.063
17.893864,-0.4820,-0.0310,-2.0910,2.146
17.899009,-0.5540,0.0980,-1.9680,2.047
17.904965,-0.4630,-0.0140,-1.8300,1.888
17.908440,-0.3720,-0.0160,-1.9110,1.947
17.913420,-0.4050,-0.0030,-1.7470,1.793
17.919949,-0.3010,0.0920,-1.7060,1.735
17.924987,-0.2920,0.0400,-1.5690,1.596
17.927968,-0.2420,0.0310,-1.3100,1.333
17.933155,-0.3010,0.0360,-1.2010,1.239
17.938392,-0.2770,-0.0110,-1.1470,1.180
17.943972,-0.3340,-0.0850,-0.9430,1.004
17.947795,-0.2400,-0.1310,-0.9300,0.969
17.953159,-0.3500,-0.1360,-0.7950,0.879
17.969571,-0.3900,-0.1410,-0.6460,0.768
17.970132,-0.2940,-0.1310,-0.5110,0.604
17.970436,-0.3610,-0.1620,-0.3080,0.501
17.972575,-0.4010,-0.3010,-0.2130,0.545
17.985962,-0.4270,-0.2640,-0.1060,0.513
17.986560,-0.2210,-0.2270,-0.1070,0.334
17.986762,-0.2750,-0.2590,-0.0270,0.379
17.992227,-0.2210,-0.2910,0.0950,0.378
18.000141,-0.0720,-0.2840,0.3120,0.428
18.001764,-0.1150,-0.3450,0.3390,0.497
18.007198,-0.0380,-0.4620,0.4210,0.626
18.011814,-0.1100,-0.2800,0.4350,0.529
18.016872,-0.1710,-0.2630,0.4210,0.525
18.022674,-0.0960,-0.3290,0.6670,0.750
18.026560,-0.1980,-0.3550,0.6550,0.771
18.031861,-0.2190,-0.2860,0.7510,0.833
18.037728,-0.2260,-0.3140,0.6160,0.727
18.041304,-0.0970,-0.2320,0.6580,0.704
18.046259,-0.1310,-0.3140,0.6720,0.753
18.051743,-0.1230,-0.2590,0.5640,0.633
18.056074,-0.1690,-0.3540,0.5650,0.688
18.061787,-0.1460,-0.2840,0.7560,0.821
18.065801,-0.1210,-0.3630,0.7830,0.871
18.071776,-0.1770,-0.3450,0.8650,0.948
18.076936,-0.1760,-0.4350,0.9730,1.080
18.081817,-0.1610,-0.4690,1.0540,1.165
18.085589,-0.1990,-0.4870,1.2440,1.351
18.098051,-0.1410,-0.6000,1.3380,1.473
18.098639,-0.1510,-0.7260,1.4590,1.637
18.101706,-0.2550,-0.7690,1.7020,1.885
18.105516,-0.3590,-0.7990,1.9460,2.134
18.117154,-0.3270,-0.9530,2.1350,2.361
18.117836,-0.3770,-1.0400,2.3510,2.598
18.120218,-0.4290,-1.0610,2.4730,2.725
18.125171,-0.4000,-1.0840,2.6900,2.928
18.129930,-0.3740,-0.9890,2.7450,2.942
18.135217,-0.2960,-1.0070,2.9090,3.093
18.141467,-0.2880,-0.7980,2.5430,2.681
18.144629,-0.2690,-0.5940,1.9460,2.052
18.149532,-0.1320,-0.3270,1.0920,1.148
18.156201,-0.2300,-0.1170,0.3330,0.421
18.159445,-0.3060,0.1880,-0.2600,0.443
18.164422,-0.2490,0.1810,-0.9760,1.023
18.169555,-0.3170,0.2870,-1.4060,1.470
18.174719,-0.1950,0.4260,-1.8640,1.922
18.179951,-0.0600,0.2450,-1.8040,1.822
18.184106,-0.0320,0.2780,-2.2230,2.241
18.188828,0.1090,0.3340,-1.9070,1.939
18.195156,-0.1950,-0.0080,-1.1030,1.120
18.198783,-0.2740,-0.2460,-0.1640,0.403
18.203759,-0.2100,-0.7080,0.6490,0.983
18.208464,-0.3010,-1.1380,1.4620,1.877
18.213646,-0.1810,-1.3460,2.1230,2.520
18.218537,-0.1780,-1.6510,2.7980,3.254
18.235774,-0.1430,-1.7790,3.5130,3.940
18.236332,-0.2690,-1.9970,4.1460,4.610
18.236601,-0.1610,-1.8940,4.2630,4.668
18.237873,-0.3410,-1.9100,4.1070,4.542
18.259847,-0.3570,-1.9370,4.0080,4.466
18.260524,-0.4040,-1.6750,3.5140,3.914
18.260803,-0.4400,-1.4640,2.6940,3.098
18.260973,-0.4270,-1.1550,1.9440,2.301
18.263626,-0.6250,-0.8820,1.2640,1.663
18.267636,-0.8970,-0.7390,0.4480,1.246
18.274414,-0.9830,-0.5210,-0.1740,1.126
18.277571,-1.0580,-0.3730,-0.8510,1.408
18.283060,-1.0010,-0.1600,-1.4180,1.743
18.287417,-1.0260,0.0790,-2.0120,2.260
18.292636,-1.0120,0.1710,-2.4420,2.649
18.297322,-1.0390,0.3610,-2.6540,2.873
18.303518,-0.9570,0.4440,-2.8800,3.067
18.308370,-0.8590,0.4370,-2.9570,3.110
18.313356,-0.8260,0.5160,-2.8710,3.032
18.316705,-0.6680,0.5030,-2.8400,2.961
18.322005,-0.6150,0.5090,-2.7970,2.909
18.326653,-0.4220,0.4230,-2.5910,2.659
18.331706,-0.3350,0.5040,-2.5490,2.620
18.336570,-0.0840,0.3840,-2.6170,2.646
18.342465,0.0030,0.3070,-2.6850,2.702
18.346656,0.1450,0.3430,-2.8220,2.846
18.353026,0.2320,0.3270,-2.7950,2.824
18.357340,0.2640,0.2060,-2.7560,2.776
18.361396,0.1050,0.1170,-2.8110,2.815
18.365945,0.0560,-0.0760,-2.5140,2.516
18.372017,-0.1150,-0.1830,-2.3250,2.335
18.387722,-0.1080,-0.3820,-1.8650,1.907
18.388188,-0.1270,-0.5340,-1.5020,1.599
18.388426,-0.1450,-0.7780,-1.0700,1.331
18.408219,-0.0410,-0.8680,-0.6390,1.079
18.408683,0.0640,-1.1060,-0.0720,1.110
18.408841,-0.0480,-1.2050,0.3170,1.247
18.408974,-0.1170,-1.2650,0.8980,1.556
18.410526,0.0160,-1.3520,1.3570,1.916
18.416293,-0.1070,-1.5780,1.7740,2.377
18.421436,-0.0660,-1.5760,1.8930,2.464
18.425034,-0.0660,-1.6060,2.2430,2.759
18.431668,-0.0400,-1.5460,2.3080,2.778
18.435125,-0.1210,-1.4780,2.2640,2.706
18.441130,-0.1770,-1.3610,2.0580,2.474
18.444819,-0.1400,-1.1970,1.6480,2.042
18.449521,-0.1060,-0.8610,1.1710,1.457
18.454706,-0.1980,-0.6380,0.8440,1.076
18.460348,-0.2660,-0.5150,0.1770,0.606
18.464818,-0.2530,-0.3260,-0.5010,0.649
18.471360,-0.4070,-0.0690,-1.0720,1.149
18.474982,-0.4660,0.1050,-1.3290,1.412
18.479640,-0.5130,0.2680,-1.5310,1.637
18.484288,-0.5480,0.3240,-1.7470,1.859
18.489027,-0.5830,0.4380,-1.9630,2.094
18.493824,-0.4130,0.4600,-2.0030,2.096
18.499566,-0.3940,0.5810,-1.9060,2.031
18.505272,-0.2520,0.6100,-1.7960,1.913
18.518160,-0.0950,0.5340,-1.4960,1.591
18.518683,-0.0320,0.4750,-1.2920,1.377
18.518949,0.0330,0.4180,-1.0470,1.128
18.537022,0.1400,0.3500,-0.6670,0.766
18.537698,0.1940,0.2140,-0.4220,0.511
18.537877,0.1550,0.2030,-0.2600,0.364
18.538051,0.1980,0.1630,-0.1530,0.299
18.543962,0.2430,0.1110,0.0080,0.267
18.549786,0.1520,0.0840,0.1830,0.252
18.553082,0.1430,0.0310,0.1410,0.203
18.557862,0.0950,-0.0640,0.1800,0.213
18.562979,-0.0750,0.0040,0.1920,0.206
18.567676,-0.1220,-0.0250,0.2720,0.299
18.573136,-0.1970,0.0410,0.6380,0.669
18.577455,-0.2310,-0.1510,0.7860,0.833
18.583802,-0.1960,-0.0990,0.8520,0.880
18.588734,-0.2450,-0.2270,0.8920,0.952
18.593046,-0.2540,-0.2210,1.0680,1.120
18.597227,-0.1560,-0.2310,1.1630,1.196
18.602333,-0.1290,-0.2580,1.0540,1.093
18.608238,-0.0780,-0.1800,1.0550,1.073
18.611971,-0.0460,-0.0630,0.8110,0.815
18.616753,0.0390,-0.0450,0.5810,0.584
18.622991,0.0660,0.0240,0.2980,0.306
18.627880,0.0780,0.0910,0.1240,0.172
18.631429,0.2230,0.1980,-0.0360,0.300
18.636416,0.2590,0.2230,-0.0990,0.356
18.652279,0.4030,0.3160,-0.3140,0.601
18.652791,0.4260,0.3140,-0.4320,0.683
18.652971,0.4220,0.4220,-0.5240,0.794
18.676828,0.3990,0.4320,-0.3770,0.699
18.677386,0.3120,0.4020,-0.3590,0.623
18.677585,0.2600,0.4860,-0.3150,0.635
18.677753,0.3040,0.4200,-0.3270,0.613
18.677877,0.2600,0.3850,-0.1960,0.504
18.681194,0.2510,0.4000,-0.3570,0.592
18.685776,0.1780,0.3920,-0.2470,0.496
18.691370,0.2010,0.3570,-0.2590,0.485
18.695503,0.1420,0.3160,-0.2130,0.407
18.701845,0.1390,0.1450,-0.0220,0.202
18.707759,0.0690,0.0870,0.0060,0.111
18.711033,0.0000,0.0430,0.1290,0.136
18.715863,-0.0120,-0.0840,0.3870,0.396
18.720920,-0.0530,-0.1380,0.6870,0.703
18.724807,0.0560,-0.2350,0.8640,0.897
18.731204,0.0710,-0.3040,1.0000,1.048
18.735273,0.1530,-0.5110,1.2280,1.339
18.741296,0.2230,-0.4960,1.3910,1.494
18.746164,0.3740,-0.3770,1.7040,1.785
18.749720,0.4300,-0.4110,1.9500,2.039
18.754506,0.3370,-0.4210,1.8000,1.879
18.760171,0.3260,-0.2990,1.3520,1.423
18.764512,0.0820,-0.1520,0.7670,0.786
18.769715,-0.1370,-0.0880,0.3610,0.396
18.774447,-0.2360,0.0290,-0.0990,0.258
18.780104,-0.3650,0.0670,-0.6410,0.741
18.785820,-0.2660,0.1200,-1.0740,1.113
18.789329,-0.3180,0.1230,-1.2340,1.280
18.793897,-0.4270,0.2000,-1.3680,1.447
18.799058,-0.4270,0.2020,-1.1890,1.279
18.803949,-0.2620,-0.0060,-0.6150,0.669
18.818136,-0.2170,-0.2620,0.0100,0.340
18.818636,-0.0870,-0.4570,0.7040,0.844
18.818890,-0.0620,-0.7980,1.3280,1.551
18.842121,0.2940,-1.0540,1.8150,2.119
18.842561,0.5170,-1.2420,2.1930,2.573
18.842932,0.5770,-1.2520,2.4760,2.834
18.843096,0.4880,-1.4140,2.7170,3.102
18.843914,0.4130,-1.5230,3.0280,3.415
18.849409,0.4750,-1.6360,3.2420,3.662
18.853150,0.2250,-1.6560,3.3210,3.718
18.858011,0.1130,-1.7490,3.6180,4.020
18.865403,0.0170,-1.9020,3.6150,4.085
18.867349,-0.0780,-1.8290,3.4080,3.869
18.872891,-0.2830,-1.7760,3.2700,3.732
18.877572,-0.2990,-1.6070,2.9280,3.353
18.882656,-0.3990,-1.4030,2.5730,2.958
18.887717,-0.4610,-1.2060,1.7290,2.158
18.892667,-0.5260,-1.0000,1.2130,1.658
18.897323,-0.5800,-0.8110,0.5480,1.138
18.904975,-0.7050,-0.5710,0.0200,0.907
18.908407,-0.7090,-0.4950,-0.4250,0.963
18.912123,-0.6590,-0.3520,-0.9260,1.190
18.916826,-0.7330,-0.1670,-1.5070,1.684
18.922237,-0.7670,-0.0210,-1.6940,1.860
18.926871,-0.8010,0.0460,-1.9630,2.121
18.932110,-0.8230,0.0230,-2.1630,2.314
18.936998,-0.8440,0.1390,-2.2960,2.450
18.947786,-0.9870,0.0560,-2.2390,2.448
18.948457,-1.0730,0.0060,-1.9650,2.239
18.951461,-1.0600,-0.0140,-1.8140,2.101
18.956010,-1.1680,-0.2750,-1.7050,2.085
18.970290,-1.1230,-0.3150,-1.2970,1.744
18.970819,-0.9810,-0.4470,-1.0670,1.517
18.971138,-0.9080,-0.4970,-0.8640,1.348
18.976215,-0.7530,-0.5460,-0.6070,1.111
18.983571,-0.7230,-0.5410,-0.5670,1.066
18.986510,-0.5850,-0.6180,-0.4040,0.942
18.991549,-0.6250,-0.6680,-0.4050,1.000
18.995599,-0.5450,-0.7740,-0.4590,1.052
19.001101,-0.5080,-0.8270,-0.5000,1.092
19.005370,-0.4580,-0.7980,-0.5260,1.060
19.011095,-0.5060,-0.8360,-0.5800,1.136
19.015220,-0.5000,-0.8210,-0.4700,1.070
19.025046,-0.5900,-0.9550,-0.3600,1.179
19.026257,-0.5860,-0.9930,-0.3990,1.220
19.030573,-0.4860,-0.9900,-0.3030,1.144
19.035057,-0.4940,-1.0270,-0.1930,1.156
19.041728,-0.4060,-1.1040,-0.0570,1.178
19.044702,-0.4110,-1.1260,0.0250,1.199
19.049650,-0.4540,-1.2290,0.1750,1.322
19.054912,-0.3450,-1.1410,0.3100,1.232
19.061574,-0.3550,-1.2300,0.5950,1.412
19.064436,-0.4560,-1.2660,0.6480,1.494
19.069809,-0.5280,-1.2630,0.6730,1.525
19.086163,-0.5980,-1.1940,0.6710,1.494
19.086563,-0.6660,-1.1010,0.5740,1.409
19.086740,-0.6240,-0.9830,0.2310,1.187
19.089141,-0.7470,-0.9220,-0.0430,1.187
19.109518,-0.7890,-0.7690,-0.3830,1.166
19.109952,-0.8060,-0.6190,-0.8470,1.323
19.110227,-0.8390,-0.4020,-1.1460,1.476
19.110402,-1.0100,-0.2690,-1.3910,1.740
19.113770,-1.0200,-0.2170,-1.6480,1.950
19.118769,-0.9910,-0.0570,-2.0690,2.295
19.124381,-0.9090,0.0900,-2.2450,2.424
19.128313,-0.9790,0.1170,-2.4610,2.651
19.133284,-0.7790,0.2420,-2.3770,2.513
19.139782,-0.7700,0.4240,-2.4160,2.571
19.144010,-0.6660,0.3360,-2.4420,2.553
19.148499,-0.5080,0.2790,-2.2910,2.363
19.153291,-0.4980,0.3070,-2.0320,2.115
19.158241,-0.4740,0.2560,-1.7590,1.840
19.163078,-0.5030,0.1400,-1.6230,1.705
19.167820,-0.4230,0.1620,-1.4060,1.477
19.173241,-0.3810,-0.0040,-1.1080,1.172
19.178945,-0.4200,-0.0740,-0.7550,0.867
19.183911,-0.3620,-0.1280,-0.4980,0.629
19.187387,-0.1250,-0.3050,-0.2690,0.425
19.192306,-0.1590,-0.4390,-0.0690,0.472
19.197352,-0.0420,-0.4640,0.1730,0.497
19.202681,-0.0580,-0.4220,0.5510,0.696
19.219952,0.0770,-0.5160,0.8470,0.995
19.220430,0.0100,-0.6130,0.9940,1.168
19.220802,-0.0980,-0.6700,1.0720,1.268
19.222631,-0.2070,-0.5260,1.0560,1.198
19.242163,-0.2630,-0.6300,1.0940,1.290
19.242710,-0.4430,-0.5180,0.9830,1.196
19.242896,-0.3260,-0.4770,0.8050,0.991
19.243138,-0.4840,-0.4520,0.7360,0.990
19.246593,-0.5360,-0.3600,0.5730,0.863
19.251630,-0.5080,-0.3240,0.3550,0.699
19.258408,-0.4550,-0.2200,0.3420,0.610
19.261980,-0.4440,-0.2110,0.2750,0.563
19.266152,-0.4200,-0.2150,0.2760,0.547
19.271129,-0.2590,-0.2180,0.2770,0.437
19.275970,-0.2080,-0.2200,0.3180,0.439
19.281301,-0.1560,-0.1800,0.4690,0.526
19.285895,-0.1030,-0.2350,0.5230,0.583
19.291349,-0.0770,-0.1930,0.6590,0.691
19.297149,-0.1310,-0.2860,0.6180,0.693
19.302153,-0.1160,-0.3370,0.6860,0.773
19.305581,-0.2100,-0.3740,0.9580,1.050
19.311092,-0.1790,-0.4770,0.9570,1.084
19.315269,-0.2430,-0.6060,1.2140,1.378
19.321224,-0.2100,-0.7350,1.3080,1.515
19.325403,-0.2720,-0.7670,1.4290,1.644
19.331742,-0.1150,-0.8550,1.6860,1.894
19.336574,-0.2040,-0.8340,1.8340,2.025
19.354968,-0.2660,-0.9230,2.0090,2.227
19.355496,-0.3160,-0.9070,2.3900,2.576
19.355766,-0.4750,-0.9070,2.3210,2.537
19.356061,-0.4740,-0.8170,1.9260,2.145
19.376763,-0.4760,-0.6350,1.4100,1.618
19.377203,-0.4550,-0.3480,0.7180,0.919
19.377374,-0.5220,-0.1710,-0.0150,0.549
19.377494,-0.4990,-0.0480,-0.5000,0.708
19.380078,-0.4800,0.0480,-1.0680,1.172
19.386001,-0.3960,0.0390,-1.5800,1.629
19.389154,-0.2740,0.1050,-1.8350,1.858
19.394428,-0.1260,0.1240,-1.6530,1.662
19.399032,-0.0850,-0.0100,-1.3100,1.313
19.404458,-0.0010,-0.1910,-0.6000,0.630
19.409207,0.0500,-0.5280,0.1750,0.558
19.415320,0.2020,-0.8440,1.0590,1.369
19.419010,0.2670,-1.2110,1.6690,2.079
19.425115,0.3780,-1.5610,2.2640,2.776
19.428482,0.4940,-1.6790,2.8860,3.375
19.433834,0.3700,-1.7570,3.4260,3.868
19.438414,0.0990,-1.9480,3.9930,4.444
19.443548,-0.0050,-2.0350,4.2730,4.733
19.448268,-0.2280,-2.1160,4.2950,4.793
19.454875,-0.3410,-2.0830,4.3450,4.831
19.458193,-0.6570,-1.9760,4.1220,4.618
19.463845,-0.8640,-1.8660,3.7230,4.253
19.468042,-0.8960,-1.6160,3.0670,3.581
19.472645,-0.9600,-1.4440,2.3570,2.926
19.477587,-0.8670,-1.1310,1.6350,2.169
19.483219,-0.9980,-0.8930,0.9280,1.629
19.487505,-0.9990,-0.6890,0.3180,1.255
19.496925,-1.0440,-0.5030,-0.4670,1.249
19.498533,-0.8480,-0.1700,-1.1160,1.412
19.503080,-0.7640,0.0380,-1.9410,2.086
19.522173,-0.7360,0.3160,-2.3980,2.528
19.522682,-0.7100,0.3920,-2.7320,2.850
19.522901,-0.4800,0.5140,-3.0520,3.132
19.523155,-0.4140,0.5980,-3.1960,3.278
19.527209,-0.2780,0.6350,-3.2040,3.278
19.533392,-0.2900,0.5270,-3.2670,3.322
19.536815,-0.2700,0.5500,-3.2230,3.281
19.542613,-0.2310,0.4150,-3.0170,3.054
19.546641,-0.3110,0.3430,-2.7170,2.756
19.551764,-0.2760,0.1810,-2.3240,2.347
19.558315,-0.2630,-0.0010,-1.8500,1.869
19.561264,-0.2190,-0.2740,-1.5000,1.540
19.566252,-0.1450,-0.4340,-1.0560,1.151
19.573052,0.0400,-0.6190,-0.7480,0.972
19.576083,0.1870,-0.6250,-0.3450,0.738
19.582893,0.2240,-0.6980,0.0020,0.733
19.586723,0.2750,-0.8000,0.2690,0.888
19.591465,0.1480,-0.9160,0.6040,1.107
19.595596,0.1290,-1.1170,0.8720,1.423
19.601256,0.0930,-1.1310,0.9490,1.479
19.605460,-0.0270,-1.2300,1.0010,1.586
19.612262,-0.0820,-1.2380,1.0530,1.627
19.616472,-0.1300,-1.2910,0.8750,1.565
19.622074,-0.2510,-1.2260,0.7390,1.453
19.631010,-0.3090,-1.1790,0.4130,1.287
19.632050,-0.2490,-0.9440,0.2380,1.005
19.635374,-0.2330,-0.9290,-0.0590,0.960
19.653558,-0.2340,-0.8880,-0.2310,0.947
19.653954,-0.1670,-0.8620,-0.3230,0.936
19.654221,-0.2770,-0.7400,-0.5100,0.940
19.655005,-0.2780,-0.6730,-0.6840,0.999
19.660880,-0.2370,-0.6450,-0.6940,0.977
19.664581,-0.3290,-0.6160,-0.6640,0.964
19.669725,-0.3920,-0.6400,-0.7300,1.047
19.674924,-0.4120,-0.5410,-0.7820,1.036
19.680185,-0.5520,-0.4960,-0.7950,1.088
19.684463,-0.6340,-0.4370,-0.8890,1.176
19.691858,-0.6200,-0.3360,-1.0240,1.243
19.694349,-0.6860,-0.2760,-1.2140,1.421
19.700140,-0.6270,-0.2840,-1.2280,1.408
19.704890,-0.6230,-0.2240,-1.3910,1.541
19.708705,-0.6580,-0.1360,-1.5410,1.681
19.713798,-0.5990,-0.1150,-1.5950,1.708
19.719136,-0.6630,-0.1350,-1.7450,1.872
19.724742,-0.6050,0.0500,-1.9220,2.016
19.730078,-0.5770,-0.0620,-2.0170,2.099
19.733823,-0.6180,0.0710,-1.9490,2.046
19.738665,-0.4430,0.0170,-1.8940,1.945
19.744211,-0.4470,0.0310,-1.7840,1.839
19.748508,-0.3290,0.0340,-1.6480,1.681
19.753560,-0.2120,-0.1090,-1.3480,1.369
19.765066,-0.1490,-0.1710,-1.0760,1.100
19.765664,-0.0320,-0.1490,-0.9120,0.925
19.769328,0.0320,-0.2500,-0.6130,0.663
19.772807,0.1780,-0.2950,-0.4640,0.578
19.786812,0.2220,-0.2030,-0.1900,0.356
19.787325,0.3270,-0.2880,-0.0560,0.439
19.787523,0.3530,-0.3210,0.1070,0.489
19.792814,0.2850,-0.2870,0.2290,0.465
19.797505,0.2590,-0.2400,0.2420,0.428
19.802795,0.2350,-0.2900,0.2680,0.460
19.808422,0.1980,-0.2190,0.3080,0.427
19.812362,0.0530,-0.1900,0.4030,0.449
19.817150,-0.0360,-0.1480,0.4150,0.442
19.825137,-0.1790,-0.1760,0.3460,0.427
19.827235,-0.2410,-0.1520,0.2910,0.407
19.832004,-0.3040,-0.0870,0.1410,0.346
19.837449,-0.3360,0.0680,0.0290,0.344
19.841735,-0.2910,-0.0050,-0.0250,0.292
19.848067,-0.3190,0.1380,-0.3090,0.465
19.851769,-0.2400,0.1730,-0.3760,0.478
19.858224,-0.1830,0.1560,-0.3340,0.412
19.862377,-0.1750,0.1910,-0.3870,0.466
19.866518,-0.1950,0.2010,-0.4130,0.499
19.871377,-0.0410,0.0750,-0.0580,0.103
19.876287,-0.0760,0.0070,0.0520,0.092
19.882685,0.0510,-0.0220,0.4760,0.479
19.887511,0.0420,-0.1040,0.6130,0.623
19.891819,0.0060,-0.1990,0.6690,0.698
19.895994,0.1340,-0.2670,0.8340,0.886
19.902155,0.0980,-0.2810,1.0670,1.108
19.905504,0.2400,-0.3900,1.2720,1.352
19.911182,0.2880,-0.4320,1.4100,1.503
19.915287,0.3100,-0.6790,1.6970,1.854
19.921368,0.4020,-0.6410,1.6430,1.809
19.931272,0.4140,-0.6870,1.7120,1.891
19.932155,0.5630,-0.7060,1.6990,1.924
19.935489,0.6450,-0.6590,1.6180,1.862
19.956475,0.6070,-0.6820,1.6600,1.895
19.956909,0.5840,-0.7600,1.6190,1.881
19.957077,0.5350,-0.7170,1.6610,1.887
19.957244,0.5160,-0.7300,1.7020,1.922
19.959577,0.3350,-0.7020,1.7560,1.921
19.966201,0.2790,-0.5680,1.9060,2.008
19.969617,0.2100,-0.5860,1.7970,1.902
19.974941,0.0020,-0.2530,1.3850,1.408
19.980637,-0.2820,0.0380,0.8400,0.887
19.984705,-0.4610,0.1760,0.2830,0.569
19.989627,-0.6020,0.4220,-0.2040,0.763
19.994601,-0.7460,0.5730,-0.7190,1.184
19.999487,-0.6770,0.7000,-1.2470,1.582
20.005594,-0.5980,0.6660,-1.7480,1.964
20.008921,-0.2910,0.7460,-2.0860,2.234
20.014172,-0.0710,0.7640,-2.2730,2.399
20.019556,0.1580,0.8590,-2.2980,2.458
20.024841,0.2770,0.7290,-1.8340,1.993
20.028608,0.3680,0.5000,-1.0970,1.260
20.034971,0.3920,0.2240,-0.3630,0.579
20.038693,0.3660,-0.2360,0.5200,0.678
20.044948,0.3980,-0.6510,1.2390,1.455
20.048936,0.6250,-0.7630,1.8060,2.058
20.053554,0.4890,-1.0650,2.3740,2.647
20.071723,0.5610,-1.1490,2.9680,3.232
20.072210,0.5410,-1.2220,3.3850,3.639
20.072554,0.5920,-1.2850,3.6250,3.891
20.072885,0.5780,-1.4480,3.7830,4.092
20.098792,0.5520,-1.4670,3.8600,4.166
20.099420,0.4480,-1.6280,3.6520,4.023
20.099715,0.2900,-1.5100,3.4440,3.772
20.099957,0.1210,-1.3430,3.0450,3.330
20.100205,0.1010,-1.3330,2.4980,2.833
20.103230,-0.0040,-1.0150,1.8830,2.139
20.107748,-0.2340,-0.8660,1.2970,1.577
20.112510,-0.2380,-0.6660,0.8070,1.073
20.117179,-0.5320,-0.5230,0.2780,0.796
20.125209,-0.5980,-0.4240,-0.1010,0.740
20.127246,-0.6930,-0.4200,-0.4250,0.915
20.132676,-0.6950,-0.4580,-0.7350,1.110
20.137235,-0.7240,-0.4400,-0.9910,1.304
20.142910,-0.7820,-0.3130,-1.1510,1.426
20.146833,-0.8950,-0.3750,-1.0940,1.462
20.151972,-0.8570,-0.3000,-1.0770,1.409
20.158767,-0.9010,-0.3330,-1.1020,1.462
20.163057,-0.9710,-0.2850,-1.2350,1.597
20.166352,-0.9470,-0.3170,-1.3550,1.683
20.171632,-0.9900,-0.2670,-1.4880,1.807
20.176511,-0.9670,-0.2580,-1.6210,1.905
20.182009,-0.9450,-0.1120,-1.8360,2.068
20.186800,-0.8970,-0.1550,-1.8470,2.059
20.204311,-0.8360,-0.1020,-1.9800,2.152
20.204993,-0.7750,-0.0890,-2.1540,2.291
20.205383,-0.7830,-0.1270,-2.3010,2.434
20.205795,-0.6960,-0.1500,-2.3260,2.433
20.229994,-0.5270,-0.2800,-2.3640,2.438
20.230593,-0.4270,-0.1480,-2.4310,2.473
20.230856,-0.4100,-0.2720,-2.4150,2.465
20.231098,-0.3930,-0.2830,-2.1550,2.209
20.231874,-0.3360,-0.4830,-2.0860,2.167
20.235739,-0.3330,-0.4880,-1.9770,2.063
20.242384,-0.2210,-0.6410,-1.6640,1.797
20.245221,-0.1080,-0.8030,-1.3920,1.611
20.250293,-0.1020,-0.9350,-1.1480,1.484
20.255304,-0.0250,-1.1310,-0.8370,1.407
20.261136,0.0970,-1.3240,-0.5000,1.419
20.264972,0.1560,-1.3520,0.1220,1.366
20.270281,0.0150,-1.4460,0.7700,1.638
20.275539,-0.0650,-1.7300,1.1050,2.054
20.282618,-0.3050,-1.7440,1.5210,2.334
20.284487,-0.4050,-1.7880,1.6650,2.477
20.289726,-0.5300,-1.8770,1.9990,2.793
20.294652,-0.6810,-1.7530,1.9940,2.741
20.300168,-0.8060,-1.7710,1.7980,2.649
20.304598,-0.8650,-1.6860,1.5360,2.439
20.309313,-0.6960,-1.4710,1.1930,2.018
20.314289,-0.7210,-1.2340,0.6470,1.569
20.320636,-0.6830,-1.0160,0.2120,1.242
20.336749,-0.6220,-0.8560,-0.3450,1.113
20.337213,-0.7010,-0.6180,-0.5470,1.083
20.337394,-0.7160,-0.5730,-1.0340,1.382
20.338655,-0.7070,-0.3510,-1.3300,1.547
20.359106,-0.7960,-0.2810,-1.6940,1.893
20.359528,-0.7640,-0.0590,-2.0170,2.158
20.359713,-0.7070,0.0130,-2.1350,2.249
20.360003,-0.6920,0.1830,-2.3760,2.481
20.363085,-0.6090,0.3290,-2.5350,2.628
20.368098,-0.5940,0.3430,-2.5450,2.636
20.374638,-0.5230,0.3600,-2.4060,2.488
20.378275,-0.4370,0.2720,-2.5130,2.565
20.383845,-0.4040,0.2710,-2.4030,2.452
20.388348,-0.5170,0.3020,-2.1300,2.213
20.392926,-0.5310,0.2020,-1.7230,1.814
20.399146,-0.4720,0.1330,-1.4390,1.520
20.403064,-0.3950,-0.0270,-1.0340,1.107
20.408687,-0.3570,-0.1310,-0.6290,0.735
20.412570,-0.3020,-0.3280,-0.2390,0.506
20.417221,-0.2880,-0.3350,0.0420,0.444
20.423307,-0.0430,-0.5050,0.1870,0.540
20.427399,-0.1510,-0.5810,0.3460,0.693
20.432164,-0.1250,-0.5640,0.3830,0.693
20.438867,-0.0200,-0.5480,0.4890,0.735
20.441916,-0.0640,-0.4790,0.5270,0.715
20.446857,-0.2330,-0.4950,0.5510,0.776
20.451801,-0.2940,-0.5930,0.5900,0.887
20.458315,-0.3990,-0.5440,0.6160,0.914
20.462419,-0.3420,-0.5640,0.4380,0.792
