time,ax,ay,az,aT
8.536651,-0.4720,-1.0840,1.8360,2.184
8.542214,-0.4310,-0.9320,1.4150,1.748
8.547689,-0.3930,-0.6500,0.9660,1.229
8.553176,-0.3850,-0.5230,0.4650,0.799
8.557082,-0.4200,-0.2780,-0.0500,0.506
8.561809,-0.4420,-0.2010,-0.7000,0.852
8.566502,-0.4510,0.0380,-1.0100,1.107
8.571718,-0.5000,0.2770,-1.4290,1.539
8.585569,-0.5460,0.3410,-1.7390,1.854
8.586192,-0.5760,0.4870,-1.9950,2.133
8.586529,-0.5900,0.5420,-2.1290,2.275
8.604976,-0.4640,0.6940,-2.2370,2.388
8.605816,-0.4850,0.7690,-2.3040,2.477
8.606233,-0.4220,0.8060,-2.2350,2.413
8.606494,-0.3840,0.7790,-2.3450,2.501
8.610974,-0.3030,0.8770,-2.2770,2.459
8.615916,-0.1810,0.7890,-2.2510,2.392
8.621349,-0.1670,0.8260,-2.2940,2.444
8.625453,-0.1810,0.6350,-2.1590,2.258
8.632361,-0.0480,0.5830,-2.0250,2.108
8.635049,-0.1180,0.6160,-1.8490,1.952
8.641644,-0.1500,0.3790,-1.6060,1.657
8.645592,-0.1580,0.3080,-1.3220,1.367
8.651172,-0.1670,0.1160,-1.0370,1.057
8.657230,-0.0820,-0.0320,-0.8750,0.879
8.660298,-0.0290,-0.1810,-0.3860,0.427
8.665007,0.1190,-0.1520,-0.2370,0.306
8.671252,0.2110,-0.2600,-0.0210,0.336
8.674757,0.3290,-0.2580,0.2230,0.474
8.679863,0.2690,-0.3380,0.3450,0.553
8.684851,0.2360,-0.4190,0.5900,0.761
8.690390,0.1500,-0.4350,0.7810,0.906
8.694581,0.1600,-0.3970,0.9570,1.048
8.699628,0.1580,-0.4570,1.2020,1.296
8.704659,0.1180,-0.5460,1.1200,1.252
8.711002,0.0250,-0.5560,1.0780,1.213
8.714211,-0.0120,-0.4330,0.8870,0.987
8.718986,-0.0600,-0.3240,0.6000,0.685
8.734640,-0.0100,-0.3140,0.3410,0.464
8.735076,-0.0280,-0.1130,0.1630,0.200
8.735289,-0.1250,-0.0230,-0.1640,0.207
8.750586,-0.1560,0.0510,-0.3960,0.429
8.751057,-0.2010,0.1540,-0.5330,0.590
8.751246,-0.1920,0.2440,-0.7790,0.839
8.753179,-0.2530,0.2520,-0.9430,1.008
8.758459,-0.3150,0.2750,-1.0120,1.095
8.763475,-0.5290,0.3120,-1.1070,1.266
8.768404,-0.5130,0.3100,-1.1480,1.295
8.773495,-0.5930,0.3630,-1.1890,1.377
8.777961,-0.5250,0.2000,-0.9440,1.099
8.783502,-0.5120,0.2150,-0.9440,1.095
8.790312,-0.4040,0.1770,-0.8490,0.957
8.792809,-0.3640,0.1400,-0.6990,0.800
8.797822,-0.3240,0.2800,-0.7130,0.832
8.802972,-0.1330,0.2850,-0.5090,0.598
8.807536,-0.1450,0.1820,-0.4140,0.475
8.813636,-0.0070,0.1480,-0.1560,0.215
8.817651,0.0060,0.0690,-0.0620,0.093
8.823547,0.0250,-0.0330,0.0870,0.096
8.828480,0.0460,0.0000,0.2490,0.253
8.831953,0.0000,-0.1050,0.2340,0.256
8.837314,-0.1060,-0.0410,0.2860,0.308
8.842958,-0.1770,-0.1330,0.2850,0.361
8.847222,-0.3300,-0.0230,0.1880,0.380
8.852060,-0.4010,-0.0090,0.2410,0.468
8.866481,-0.3430,-0.1340,0.1830,0.411
8.867031,-0.3870,-0.0940,0.2360,0.463
8.867863,-0.3240,0.0110,0.1260,0.348
8.871479,-0.2760,0.0060,0.0990,0.293
8.885674,-0.0790,-0.0740,0.0840,0.137
8.886188,-0.0360,0.0950,-0.0380,0.108
8.886392,0.0460,0.0990,-0.2540,0.276
8.891692,0.1130,0.1570,-0.2810,0.341
8.896288,0.1970,0.1990,-0.3310,0.434
8.901328,0.2980,0.1720,-0.5880,0.681
8.907517,0.3590,0.2960,-0.5450,0.717
8.911533,0.6090,0.3920,-0.6520,0.974
8.916014,0.6010,0.3790,-0.6960,0.995
8.921243,0.6940,0.3800,-0.5300,0.952
8.925623,0.7520,0.4390,-0.4870,0.998
8.931496,0.7970,0.4720,-0.4040,1.011
8.935545,0.8250,0.4500,-0.1610,0.953
8.940943,0.6900,0.4280,-0.1720,0.830
8.946638,0.7270,0.3830,-0.1170,0.830
8.951240,0.8350,0.3920,-0.0350,0.923
8.957051,0.7970,0.2800,0.2860,0.892
8.960428,0.7940,0.3030,0.2600,0.889
8.964869,0.7830,0.1910,0.1780,0.825
8.970565,0.7330,0.1460,0.3280,0.816
8.974982,0.6650,0.1630,0.2110,0.716
8.979755,0.6390,0.1310,0.2390,0.695
8.986390,0.5890,0.2080,0.1300,0.638
9.001526,0.5650,0.2580,0.1440,0.638
9.001959,0.5950,0.1510,0.1500,0.632
9.002206,0.4710,0.1600,0.2190,0.544
9.004998,0.5130,0.0210,0.2600,0.576
9.017401,0.5950,0.1530,0.2460,0.662
9.017846,0.5090,0.1330,0.4560,0.696
9.018998,0.5200,0.0080,0.6740,0.851
9.025811,0.4110,0.0310,0.8650,0.958
9.028572,0.3700,-0.0130,1.2060,1.262
9.033970,0.2900,0.0350,1.3970,1.427
9.039659,0.3200,0.0000,1.3030,1.342
9.043744,0.3230,0.2470,0.9350,1.020
9.050729,0.2730,0.3300,0.5140,0.669
9.053527,0.1670,0.5180,0.1250,0.558
9.059068,-0.0490,0.6390,-0.3900,0.750
9.064869,-0.1970,0.4920,-0.7020,0.880
9.068105,-0.2770,0.4990,-1.0970,1.237
9.073482,-0.2090,0.4960,-1.4640,1.560
9.077988,-0.2110,0.4440,-1.3820,1.467
9.083330,-0.2280,0.4260,-1.2330,1.324
9.087887,-0.2590,0.2630,-0.7570,0.842
9.092909,-0.2750,-0.0120,-0.0130,0.276
9.097644,-0.0990,-0.3820,0.5560,0.682
9.104629,0.1990,-0.5030,1.1800,1.298
9.107564,0.3490,-0.6500,1.5440,1.711
9.114214,0.4460,-0.7560,2.1000,2.276
9.117375,0.4070,-0.9470,2.5190,2.722
9.128634,0.2600,-0.8940,2.7070,2.863
9.129579,0.0180,-1.0510,2.6770,2.876
9.132354,0.0070,-0.9940,2.7160,2.892
9.137279,-0.0030,-0.9550,2.6200,2.789
9.143288,-0.1470,-1.0430,2.3600,2.584
9.147036,-0.2230,-0.7810,1.9630,2.124
9.152097,-0.1350,-0.5770,1.5540,1.663
9.156629,-0.3200,-0.4430,1.1180,1.244
9.161702,-0.3150,-0.2700,0.6000,0.729
9.166382,-0.3110,-0.1120,0.3140,0.456
9.172540,-0.3890,-0.0770,0.2320,0.459
9.176455,-0.4670,-0.0280,0.1360,0.487
9.183139,-0.5590,-0.0590,0.0000,0.562
9.186242,-0.6350,0.0860,-0.1900,0.668
9.191347,-0.7790,-0.0120,-0.1630,0.796
9.197068,-0.7730,-0.0960,-0.1370,0.791
9.201323,-0.8620,-0.1660,-0.2190,0.905
9.206906,-0.8300,-0.2770,-0.1110,0.882
9.211212,-0.9210,-0.3060,-0.1650,0.984
9.215607,-0.9590,-0.3090,0.0100,1.008
9.223736,-1.0520,-0.3810,0.0380,1.120
9.225386,-0.9970,-0.4130,-0.0570,1.081
9.231154,-0.9860,-0.3780,-0.2050,1.076
9.235361,-1.0040,-0.3450,-0.2860,1.099
9.240834,-1.0800,-0.3270,-0.5020,1.235
9.245236,-1.1040,-0.2820,-0.7580,1.369
9.251321,-1.1850,-0.4000,-0.8510,1.513
9.256647,-0.9950,-0.2730,-0.9300,1.389
9.261872,-1.0650,-0.3220,-1.0090,1.502
9.265078,-0.8500,-0.2740,-0.9650,1.315
9.270322,-0.8780,-0.2780,-0.9080,1.293
9.274875,-0.7420,-0.4300,-0.8780,1.227
9.279894,-0.5900,-0.3080,-0.7680,1.016
9.284644,-0.6550,-0.4420,-0.5760,0.978
9.299775,-0.5940,-0.4930,-0.2890,0.824
9.300291,-0.5590,-0.4870,-0.1390,0.754
9.300905,-0.6180,-0.6860,0.0650,0.926
9.304726,-0.6330,-0.6930,0.2280,0.966
9.312869,-0.5790,-0.7410,0.2950,0.986
9.314142,-0.6040,-0.7900,0.2940,1.037
9.319268,-0.6690,-0.7850,0.3070,1.076
9.324172,-0.7060,-0.7950,0.4970,1.174
9.329373,-0.6450,-0.6880,0.3900,1.021
9.333996,-0.6740,-0.6270,0.3740,0.994
9.339967,-0.7900,-0.7370,0.1820,1.096
9.343951,-0.7960,-0.6580,0.1410,1.042
9.348979,-0.7690,-0.6300,-0.0610,0.996
9.353517,-0.8400,-0.6320,-0.0350,1.052
9.359107,-0.9450,-0.4350,-0.3610,1.101
9.363478,-0.8610,-0.3900,-0.4150,1.032
9.368661,-0.7850,-0.1850,-0.5710,0.988
9.373282,-0.8890,-0.2230,-0.8700,1.264
9.380373,-0.8370,-0.1140,-1.0050,1.313
9.383063,-0.8260,-0.0460,-1.2080,1.464
9.388283,-0.7350,0.0010,-1.3470,1.534
9.392843,-0.6950,0.1080,-1.3450,1.518
9.397791,-0.6590,0.1500,-1.4930,1.639
9.402952,-0.5960,0.2480,-1.7780,1.892
9.416194,-0.6150,0.3600,-1.8580,1.990
9.416606,-0.7540,0.3520,-1.7480,1.936
9.418613,-0.6470,0.3190,-1.7880,1.928
9.427545,-0.7420,0.2880,-1.8280,1.994
9.428280,-0.6320,0.3150,-1.7600,1.896
9.432236,-0.6150,0.1390,-1.6660,1.781
9.436927,-0.5010,0.2380,-1.4350,1.538
9.442350,-0.5900,0.1620,-1.3410,1.474
9.447230,-0.4790,0.0640,-0.9770,1.090
9.451906,-0.4970,-0.0770,-0.7880,0.935
9.458249,-0.5320,-0.1490,-0.6530,0.855
9.461718,-0.5120,-0.3170,-0.3960,0.721
9.466820,-0.4790,-0.2740,-0.2530,0.607
9.471741,-0.4300,-0.3320,-0.0510,0.546
9.476703,-0.3580,-0.4740,0.0560,0.597
9.481467,-0.4090,-0.4670,0.1780,0.646
9.486272,-0.4190,-0.4750,0.3270,0.713
9.491302,-0.3620,-0.3890,0.2990,0.610
9.497620,-0.3320,-0.4540,0.1760,0.589
9.500911,-0.2890,-0.3710,0.2300,0.524
9.506887,-0.2870,-0.3980,0.2710,0.561
9.511238,-0.4350,-0.3300,0.3520,0.650
9.515675,-0.3800,-0.4140,0.1210,0.575
9.520889,-0.3660,-0.2800,0.0120,0.461
9.525463,-0.4070,-0.2150,-0.0290,0.461
9.531257,-0.4760,-0.2190,-0.1770,0.553
9.537219,-0.4230,-0.0050,-0.2310,0.482
9.545569,-0.5460,0.0050,-0.3120,0.629
9.546209,-0.5420,0.0640,-0.3420,0.644
9.552074,-0.4440,0.0610,-0.3150,0.548
9.559285,-0.4430,0.0330,-0.4380,0.624
9.560355,-0.4420,0.1290,-0.4510,0.645
9.565411,-0.4170,0.1600,-0.3720,0.581
9.570097,-0.4660,0.0800,-0.3040,0.562
9.576222,-0.5030,0.0310,-0.0060,0.504
9.579962,-0.4310,0.0370,0.0470,0.435
9.584717,-0.4420,-0.0630,0.0460,0.449
9.589832,-0.4120,-0.0820,0.3310,0.535
9.594878,-0.3980,-0.2500,0.4530,0.653
9.599616,-0.3710,-0.2670,0.7110,0.845
9.604710,-0.3050,-0.3520,0.7370,0.872
9.609564,-0.3220,-0.5180,1.0770,1.238
9.615601,-0.3540,-0.5760,1.1720,1.353
9.619091,-0.2640,-0.6200,1.4040,1.557
9.624365,-0.3230,-0.7450,1.6480,1.837
9.628906,-0.3140,-0.7500,1.9750,2.136
9.633923,-0.2490,-0.8100,2.1520,2.313
9.640214,-0.2930,-0.9140,2.1110,2.319
9.643760,-0.3640,-0.8030,2.1380,2.313
9.648791,-0.3270,-0.8580,2.2070,2.390
9.657082,-0.4130,-0.6580,2.2350,2.366
9.658429,-0.3370,-0.4490,1.8820,1.964
9.663638,-0.1670,-0.2850,1.1760,1.222
9.668667,-0.1500,0.0130,0.1020,0.182
9.673251,-0.1370,0.1860,-0.5070,0.557
9.678205,-0.1280,0.3620,-1.1170,1.181
9.683391,-0.0550,0.4320,-1.4540,1.518
9.687882,0.0310,0.3440,-1.8040,1.837
9.694364,0.1030,0.4800,-1.9110,1.973
9.697685,0.2170,0.5010,-1.7720,1.854
9.703222,0.1840,0.3660,-1.3490,1.410
9.714839,0.1940,0.3340,-0.9400,1.016
9.715322,0.3180,0.0100,-0.5730,0.655
9.717449,0.3360,-0.2560,0.0510,0.425
9.732070,0.4400,-0.4900,0.4980,0.826
9.732509,0.4640,-0.7890,1.0130,1.365
9.733936,0.5050,-0.7600,1.4330,1.699
9.737040,0.6020,-0.9640,1.8390,2.162
9.742013,0.5790,-0.9630,2.2440,2.510
9.746678,0.4900,-1.0340,2.6640,2.899
9.751749,0.1860,-1.2040,2.8790,3.126
9.756950,0.0600,-1.0950,2.9580,3.155
9.761613,-0.0780,-1.1130,2.8330,3.045
9.766551,-0.3120,-1.0850,2.6810,2.909
9.772766,-0.3960,-0.8600,2.4070,2.587
9.776649,-0.4820,-0.7100,1.8880,2.074
9.781752,-0.5570,-0.4440,1.3840,1.557
9.786790,-0.7290,-0.2380,1.0020,1.262
9.791490,-0.8490,-0.0650,0.5120,0.994
9.796116,-0.9440,0.1030,-0.0590,0.951
9.801496,-0.8770,0.1880,-0.4380,0.998
9.806555,-0.8100,0.4070,-0.9000,1.277
9.812440,-0.9070,0.4350,-1.1840,1.554
9.815821,-0.8540,0.5590,-1.4550,1.777
9.821474,-0.8280,0.5750,-1.7530,2.022
9.825582,-0.8560,0.6350,-1.8200,2.109
9.831126,-0.8150,0.6980,-1.9410,2.218
9.835458,-0.7850,0.6550,-1.8180,2.086
9.849186,-0.6170,0.6550,-1.7360,1.955
9.849898,-0.3250,0.6460,-1.6400,1.792
9.852459,-0.1680,0.4200,-1.3680,1.441
9.866686,-0.0530,0.5100,-1.4780,1.564
9.867318,0.0360,0.2620,-1.1520,1.182
9.867614,0.0690,0.2330,-1.1520,1.177
9.870540,0.1420,0.1910,-0.9760,1.005
9.875326,0.0910,0.1360,-0.8530,0.869
9.880272,0.1070,-0.0260,-0.6630,0.672
9.884873,0.0950,-0.0510,-0.5130,0.524
9.891293,0.1500,-0.2810,-0.4460,0.548
9.894939,0.0010,-0.2640,-0.4190,0.495
9.899592,-0.0380,-0.3420,-0.2690,0.437
9.904748,0.0180,-0.4470,-0.1060,0.460
9.909213,-0.0080,-0.4000,0.0560,0.404
9.914474,0.0090,-0.5720,0.2590,0.628
9.919428,0.1490,-0.5660,0.2860,0.651
9.924284,0.1000,-0.5730,0.6110,0.844
9.931329,0.0100,-0.5140,0.6380,0.819
9.934382,0.0580,-0.5640,0.7590,0.947
9.940094,0.0100,-0.5750,0.8130,0.996
9.943841,-0.0370,-0.5330,0.7980,0.960
9.948571,-0.0960,-0.5480,0.7290,0.917
9.953938,-0.1300,-0.4970,0.6740,0.847
9.958284,-0.1250,-0.5300,0.4290,0.693
9.963804,-0.2440,-0.4980,0.3750,0.669
9.969677,-0.1740,-0.3030,0.0480,0.353
9.983103,-0.2680,-0.3550,0.0350,0.446
9.983606,-0.2570,-0.2780,-0.2380,0.447
9.983816,-0.2570,-0.1250,-0.2920,0.409
9.988312,-0.2330,-0.1380,-0.4810,0.552
9.999912,-0.1820,-0.0010,-0.6160,0.642
10.000445,-0.2080,0.0750,-0.6970,0.731
10.002859,-0.1310,0.0900,-0.6540,0.673
10.009171,-0.0690,0.1220,-0.8570,0.868
10.012806,-0.0210,0.1000,-0.7470,0.754
10.017666,-0.0690,0.1370,-0.5950,0.614
10.023598,0.0750,0.1450,-0.5800,0.603
10.028012,0.1540,0.0460,-0.6620,0.681
10.032439,0.1390,0.0300,-0.4430,0.465
10.037402,0.1740,0.0030,-0.3460,0.387
10.042331,0.2010,0.0040,-0.3870,0.436
10.048472,0.1630,0.0180,-0.1550,0.226
10.052496,0.2620,-0.1310,-0.1560,0.332
10.056975,0.3080,-0.0940,-0.1270,0.346
10.062238,0.2830,-0.1460,-0.1140,0.338
10.066991,0.3430,-0.2400,0.0890,0.428
10.072183,0.2790,-0.1440,0.0880,0.326
10.076684,0.2260,-0.1830,0.2380,0.376
10.081655,0.2290,-0.2910,0.1840,0.413
10.088029,0.1790,-0.2800,0.1560,0.367
10.091294,0.2240,-0.2420,0.1970,0.384
10.096564,0.0570,-0.2290,0.0190,0.237
10.101458,0.1280,-0.0690,0.0600,0.157
10.116836,0.0220,-0.0620,-0.1160,0.133
10.117272,0.0510,0.0380,-0.2110,0.220
10.117488,0.0570,0.0910,-0.2910,0.310
10.121667,-0.0250,0.1760,-0.4810,0.513
10.139609,0.0850,0.2480,-0.7250,0.771
10.140072,-0.0100,0.2100,-0.7930,0.820
10.140486,0.0560,0.3480,-0.8830,0.951
10.140863,0.0390,0.4440,-0.9360,1.037
10.145591,0.0250,0.4080,-0.9620,1.045
10.151036,-0.0710,0.3590,-1.0020,1.067
10.156730,-0.0300,0.4610,-1.0100,1.111
10.160918,0.0340,0.4770,-0.9670,1.079
10.166793,0.0580,0.4040,-0.9660,1.049
10.171145,0.1750,0.4390,-1.0200,1.124
10.175610,0.0070,0.3500,-0.9190,0.983
10.180834,0.2570,0.3310,-0.7400,0.850
10.185173,0.2210,0.3420,-0.6440,0.762
10.189939,0.2530,0.2460,-0.4650,0.584
10.194969,0.2860,0.1540,-0.2280,0.397
10.199809,0.4380,0.1120,-0.1860,0.489
10.207262,0.4540,0.1680,-0.1300,0.501
10.209354,0.4850,0.1960,0.0740,0.528
10.214722,0.5220,0.0880,0.3260,0.622
10.219478,0.6440,0.0900,0.2730,0.705
10.224495,0.6460,0.0240,0.5470,0.847
10.229203,0.5950,-0.0150,0.5890,0.837
10.234318,0.6950,0.0060,0.6630,0.961
10.249192,0.6150,-0.0610,0.6510,0.898
10.250287,0.6620,-0.1150,0.6520,0.936
10.250610,0.6840,-0.1960,0.8030,1.073
10.254283,0.7360,-0.1560,0.9260,1.193
10.268315,0.6680,-0.1150,0.8990,1.126
10.268810,0.5080,-0.1700,1.1570,1.275
10.269146,0.3110,-0.2530,1.2920,1.353
10.273345,0.2270,-0.1330,1.3590,1.384
10.278255,0.0640,-0.1240,1.2620,1.270
10.284437,-0.1500,0.0860,0.9470,0.963
10.288393,-0.4060,0.3630,0.3060,0.625
10.293659,-0.5230,0.4830,-0.2130,0.743
10.298136,-0.5760,0.6880,-0.8130,1.211
10.304079,-0.5140,0.7060,-1.2760,1.546
10.307669,-0.3630,0.7960,-1.6980,1.910
10.313705,-0.2160,0.8090,-1.8330,2.015
10.317554,-0.1560,0.7590,-1.8740,2.028
10.323980,-0.2890,0.6760,-1.5060,1.676
10.327415,-0.3550,0.5990,-0.9750,1.198
10.332818,-0.3350,0.2920,-0.2410,0.506
10.337606,-0.2470,-0.0870,0.3690,0.452
10.342378,0.0320,-0.4340,1.0610,1.147
10.347125,0.2460,-0.5480,1.5340,1.647
10.352140,0.3250,-0.7560,1.8850,2.057
10.357187,0.2540,-0.8570,2.1010,2.283
10.364016,0.2500,-0.9190,2.2890,2.479
10.366870,0.1900,-0.9700,2.6960,2.871
10.372097,0.3350,-1.1040,2.7080,2.944
10.376588,0.1960,-1.2140,2.8420,3.097
10.381676,0.1020,-1.1760,3.2490,3.457
10.386432,0.0530,-1.1970,3.2330,3.448
10.400814,0.1050,-1.2480,3.2440,3.477
10.401393,-0.0440,-1.1560,3.0510,3.263
10.402607,-0.0950,-1.1090,3.0340,3.232
10.410307,-0.1860,-0.9460,2.7320,2.897
10.411440,-0.0870,-0.8010,2.1860,2.330
10.415964,-0.1130,-0.6350,1.7080,1.826
10.421206,-0.1840,-0.4870,1.2850,1.386
10.425802,-0.2170,-0.2210,0.7950,0.853
10.431187,-0.3490,-0.2170,0.3330,0.529
10.436139,-0.5240,-0.1070,-0.1680,0.561
10.442464,-0.6060,0.0010,-0.3840,0.717
10.445609,-0.8250,-0.0270,-0.7490,1.115
10.451157,-0.8810,0.1060,-1.1680,1.467
10.456646,-0.8430,0.2690,-1.3700,1.631
10.461024,-0.9830,0.3780,-1.7210,2.018
10.465361,-0.9210,0.3130,-1.9490,2.178
10.470578,-0.9000,0.4540,-2.0280,2.265
10.475511,-1.0150,0.5440,-2.2030,2.486
10.482413,-0.8980,0.4070,-2.2140,2.424
10.485290,-0.8620,0.3140,-2.0620,2.257
10.490824,-0.7160,0.3060,-1.9390,2.090
10.495301,-0.6500,0.2480,-2.0200,2.136
10.499792,-0.4880,0.1660,-1.7200,1.796
10.504904,-0.4350,0.1420,-1.3660,1.441
10.509780,-0.3950,-0.0570,-1.0530,1.126
10.514811,-0.2730,-0.1600,-0.8080,0.868
10.521166,-0.2750,-0.3840,-0.5500,0.725
10.535253,-0.2780,-0.5130,-0.3320,0.671
10.535674,-0.2540,-0.5060,-0.2240,0.609
10.535852,-0.2450,-0.5950,-0.0480,0.645
10.556172,-0.3580,-0.6840,-0.0070,0.772
10.556591,-0.3480,-0.7730,0.0880,0.852
10.556762,-0.4460,-0.8100,0.2110,0.948
10.556926,-0.4080,-0.8320,0.2110,0.950
10.559828,-0.4770,-0.7740,0.3470,0.973
10.564371,-0.5580,-0.8670,0.3470,1.088
10.569070,-0.4060,-0.8930,0.4820,1.093
10.574374,-0.5120,-0.8380,0.4550,1.082
10.578375,-0.4520,-0.8260,0.6180,1.126
10.583510,-0.4330,-0.8290,0.5490,1.084
10.590218,-0.4670,-0.7530,0.4940,1.014
10.593502,-0.4730,-0.7200,0.3300,0.923
10.599995,-0.4930,-0.6210,0.1670,0.810
10.603261,-0.5540,-0.6200,-0.0510,0.833
10.608347,-0.5440,-0.4280,-0.4510,0.826
10.613398,-0.6170,-0.2510,-0.8590,1.087
10.617952,-0.6400,-0.1740,-1.0890,1.275
10.624327,-0.6380,-0.0700,-1.4010,1.541
10.627612,-0.8000,0.0610,-1.5900,1.781
10.632702,-0.8130,0.1790,-1.8330,2.013
10.640787,-0.8140,0.2720,-2.0630,2.234
10.642494,-0.7890,0.3120,-2.1970,2.355
10.647319,-0.7380,0.4650,-2.3050,2.465
10.652825,-0.6600,0.4150,-2.1400,2.278
10.657542,-0.6370,0.4650,-1.9750,2.127
10.662290,-0.5460,0.3400,-1.6890,1.807
10.667022,-0.5220,0.3540,-1.4290,1.562
10.673933,-0.4570,0.3440,-1.3200,1.439
10.678352,-0.4450,0.3350,-0.9800,1.127
10.681787,-0.4610,0.2330,-0.6130,0.802
10.687202,-0.5020,0.2000,-0.4230,0.686
10.703615,-0.3390,-0.1180,-0.2330,0.428
10.704253,-0.3110,-0.0290,-0.1250,0.336
10.704660,-0.2820,-0.1980,-0.0320,0.346
10.718122,-0.2810,-0.0950,0.1300,0.324
10.718814,-0.2380,-0.1410,0.2660,0.384
10.719156,-0.2620,-0.1890,0.4140,0.525
10.721606,-0.2580,-0.2500,0.5360,0.645
10.725844,-0.1850,-0.3800,0.7790,0.886
10.731547,-0.2190,-0.3880,0.8190,0.932
10.736013,-0.1580,-0.3970,0.8040,0.910
10.740902,-0.2610,-0.3670,1.0340,1.128
10.745760,-0.1860,-0.3790,0.8970,0.991
10.751549,-0.2090,-0.3240,0.9650,1.039
10.757282,-0.3690,-0.3940,0.9240,1.070
10.761273,-0.3400,-0.3560,0.7880,0.929
10.765346,-0.2730,-0.3200,0.7200,0.834
10.771121,-0.2480,-0.1890,0.5710,0.651
10.775259,-0.1970,-0.1140,0.4220,0.479
10.780894,-0.1070,-0.1200,0.4100,0.440
10.785721,-0.0460,0.0110,0.3570,0.360
10.790389,-0.1320,-0.1160,0.3580,0.399
10.796446,0.0380,-0.1190,0.3860,0.406
10.800314,0.0740,-0.0800,0.4690,0.481
10.805214,0.0020,-0.2300,0.6190,0.660
10.809787,0.0010,-0.2960,0.6600,0.723
10.815002,0.0290,-0.2520,0.9460,0.979
10.819982,-0.0500,-0.3840,0.9860,1.059
10.834539,-0.0040,-0.4600,1.1210,1.212
10.835022,-0.0380,-0.5900,1.4600,1.575
10.835731,-0.0960,-0.6240,1.4710,1.601
10.853157,-0.1400,-0.6320,1.7010,1.820
10.853877,-0.2520,-0.7630,1.7260,1.904
10.854226,-0.2830,-0.7190,1.8880,2.040
10.854479,-0.3680,-0.8130,1.8870,2.087
10.859181,-0.3200,-0.8140,1.8860,2.079
10.864121,-0.3680,-0.7090,1.7910,1.961
10.868784,-0.4470,-0.5530,1.7370,1.877
10.875084,-0.4880,-0.4150,1.1250,1.295
10.878382,-0.3550,-0.1840,0.6090,0.729
10.883647,-0.3360,0.0440,-0.1500,0.371
10.888381,-0.3910,0.1510,-0.8410,0.940
10.893293,-0.3420,0.1780,-1.2190,1.279
10.898243,-0.2830,0.2910,-1.2560,1.320
10.903816,-0.2260,0.3130,-1.5650,1.612
10.908357,-0.1270,0.2870,-1.5760,1.607
10.914757,0.0120,0.2400,-1.4510,1.471
10.917781,0.0460,0.2550,-1.1770,1.205
10.924549,0.1370,0.0050,-0.5650,0.581
10.927702,0.2190,-0.3350,-0.0350,0.402
10.932617,0.2770,-0.7110,0.4120,0.867
10.937713,0.2990,-0.9210,0.9540,1.359
10.942708,0.4070,-1.0590,1.5220,1.898
10.947589,0.3300,-1.2520,1.8040,2.221
10.953933,0.1620,-1.2800,2.3030,2.640
10.967410,-0.1370,-1.4890,2.8700,3.236
10.968670,-0.3090,-1.6060,3.1510,3.550
10.969342,-0.4110,-1.6740,3.1060,3.552
10.986624,-0.6620,-1.6400,3.1830,3.641
10.987346,-0.9400,-1.7100,2.9880,3.569
10.987821,-1.0560,-1.5550,2.4950,3.124
10.988195,-0.9870,-1.2320,1.9080,2.476
10.993279,-1.0040,-0.9980,1.5130,2.072
10.997562,-0.9870,-0.8250,0.8730,1.555
11.002225,-1.1650,-0.5490,0.2080,1.305
11.007079,-1.1030,-0.4000,-0.1290,1.180
11.011529,-1.0310,-0.2960,-0.5200,1.192
11.016311,-0.9890,-0.1930,-1.0460,1.452
11.021699,-0.9220,0.0040,-1.2460,1.550
11.027102,-0.8540,0.2410,-1.5270,1.766
11.032433,-0.7060,0.3170,-1.7260,1.892
11.036118,-0.5970,0.3250,-1.7620,1.889
11.041205,-0.5010,0.4710,-1.8790,2.001
11.045620,-0.3630,0.3190,-2.1060,2.161
11.051359,-0.2640,0.3870,-2.3470,2.393
11.057433,-0.1640,0.4450,-2.5340,2.578
11.061233,-0.1980,0.4920,-2.4760,2.532
11.065415,0.0140,0.4610,-2.6230,2.663
11.074154,0.2160,0.5150,-2.7570,2.813
11.075787,0.2300,0.4370,-2.5930,2.640
11.080899,0.1920,0.3640,-2.5650,2.598
11.085115,0.1850,0.3500,-2.5250,2.556
11.090798,0.1390,0.2180,-2.4310,2.445
11.095041,0.2180,0.0490,-2.0250,2.037
11.100694,0.0930,-0.0330,-1.7010,1.704
11.105194,0.0790,-0.2620,-1.3640,1.391
11.120396,-0.0440,-0.3940,-0.9600,1.039
11.120929,-0.0580,-0.6190,-0.6780,0.920
11.121133,0.0770,-0.8170,-0.3140,0.879
11.142678,0.0610,-0.8090,-0.0600,0.814
11.143242,0.1390,-0.8850,0.1550,0.909
11.143506,0.0800,-0.9200,0.6010,1.102
11.143661,0.0050,-0.9170,0.9250,1.303
11.143991,0.0110,-0.9300,1.1000,1.440
11.150731,-0.1060,-1.0560,1.1940,1.598
11.154131,-0.1430,-1.0220,1.1930,1.577
11.159133,-0.1540,-1.0870,1.0290,1.505
11.164053,-0.2350,-0.9390,0.8520,1.290
11.168622,-0.2210,-0.8070,0.6340,1.050
11.173560,-0.1960,-0.7340,0.2270,0.793
11.178768,-0.2540,-0.6350,-0.1390,0.698
11.184021,-0.2450,-0.4700,-0.3000,0.609
11.190813,-0.2770,-0.3320,-0.6800,0.806
11.193357,-0.2530,-0.3170,-0.8550,0.946
11.198723,-0.3110,-0.2330,-1.0170,1.089
